City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
174,erdaojiang,41.7764,126.0319,-16.01,100,94,0.59,CN,1675266167
175,lorengau,-2.0226,147.2712,27.82,76,99,4.32,PG,1675266167
176,dzhebariki-khaya,62.2167,135.8,-33.92,99,100,1.06,RU,1675266168
177,oksfjord,70.2396,22.3479,0.1,93,92,1.62,NO,1675266169
178,phonhong,18.5007,102.4166,19.92,55,35,1.23,LA,1675266169
179,vardo,70.3705,31.1107,0.99,69,75,10.29,NO,1675266169
180,calca,-13.3333,-71.95,15.64,86,100,0.69,PE,1675266170
181,hofn,64.2539,-15.2082,-3.99,68,0,3.09,IS,1675266170
182,aksarka,66.5606,67.7975,-15.65,97,81,3.75,RU,1675266171
183,oranjemund,-28.55,16.4333,19.94,80,1,9.4,NA,1675266171
184,thompson,55.7435,-97.8558,-36.91,74,75,2.57,CA,1675266172
185,norman wells,65.282,-126.8329,-38.98,74,75,1.54,CA,1675266172
186,oarai,36.3167,140.6,5.15,59,16,5.86,JP,1675266173
187,castro,-24.7911,-50.0119,19.5,93,99,2.64,BR,1675265690
188,waddan,29.1614,16.139,14.6,48,65,3.96,LY,1675266174
189,gat,31.61,34.7642,12.38,100,97,10.46,IL,1675266175
190,buraydah,26.326,43.975,20.25,37,0,1.35,SA,1675266175
191,hami,42.8,93.45,-4.51,75,91,1.9,CN,1675266176
192,mount gambier,-37.8333,140.7667,12.84,65,100,3.95,AU,1675265908
193,tasiilaq,65.6145,-37.6368,-8.91,71,100,10.39,GL,1675266176
194,tiarei,-17.5333,-149.3333,24.01,74,11,9.34,PF,1675266177
195,luangwa,-15.6167,30.4167,27.07,80,45,1.39,ZM,1675266177
196,yumen,40.2833,97.2,-5.77,39,99,3.1,CN,1675266178
197,jiazi,22.8779,116.067,18.07,82,8,2.99,CN,1675266179
198,yulara,-25.2406,130.9889,24.22,29,0,6.47,AU,1675266179
199,cap malheureux,-19.9842,57.6142,26.37,76,77,0.45,MU,1675266180
200,marsh harbour,26.5412,-77.0636,23.85,73,0,0.63,BS,1675266180
201,dayong,25.0209,118.2898,16.97,85,8,0.99,CN,1675266181
202,nome,64.5011,-165.4064,-17.96,85,100,2.57,US,1675266181
203,siverek,37.755,39.3167,4.67,88,100,5.24,TR,1675266181
204,itoman,26.1247,127.6694,19.01,82,89,6.69,JP,1675266182
205,los algarrobos,8.5,-82.4333,30.23,37,20,9.77,PA,1675266182
206,guerrero negro,27.9769,-114.0611,13.63,61,80,3.61,MX,1675266183
207,oriximina,-1.7656,-55.8661,31.84,50,92,0.65,BR,1675266183
208,ribeira grande,38.5167,-28.7,17.22,67,20,4.92,PT,1675266184
209,tuni,17.35,82.55,23.13,70,64,2.99,IN,1675266185
210,yefremov,53.1481,38.0992,-2.57,90,100,3.18,RU,1675266185
211,koubia,11.5833,-11.9,35.06,10,14,1.51,GN,1675266186
212,buenos aires,-34.6132,-58.3772,28.86,68,75,5.66,AR,1675266124
213,mercedes,-34.6515,-59.4307,31.55,35,85,4.83,AR,1675266187
214,umarkot,25.3616,69.7362,19.09,17,0,2.96,PK,1675266187
215,berbera,10.4396,45.0143,25.38,69,5,5.29,SO,1675266188
216,muhos,64.808,25.9931,-3.12,97,90,1.58,FI,1675266188
217,akyab,20.15,92.9,22.51,71,6,3.52,MM,1675266189
218,cherskiy,68.75,161.3,-23.56,100,100,1.24,RU,1675266189
219,olafsvik,64.8945,-23.7142,-0.87,82,81,5.24,IS,1675266190
220,tucurui,-3.7661,-49.6725,21.96,99,100,1.31,BR,1675266134
221,nanortalik,60.1432,-45.2371,-5.86,91,100,2.79,GL,1675266191
222,lishui,28.4604,119.9103,11.12,65,100,2.14,CN,1675266191
223,san cristobal,7.7669,-72.225,21.1,38,21,1.0,VE,1675266192
224,marfino,55.7028,37.3822,0.09,80,100,5.0,RU,1675266192
225,awbari,26.5921,12.7805,14.57,32,1,4.88,LY,1675266193
226,amparafaravola,-17.5833,48.2167,20.76,93,98,3.0,MG,1675266193
227,chernyshevskiy,63.0128,112.4714,-38.41,100,60,1.27,RU,1675266194
228,moron,-34.6534,-58.6198,29.42,69,91,4.33,AR,1675266195
229,tuatapere,-46.1333,167.6833,16.36,97,95,1.93,NZ,1675266195
230,praia,14.9215,-23.5087,25.3,53,20,7.72,CV,1675266196
231,saint-augustin,51.226,-58.6502,-17.81,69,2,4.41,CA,1675266196
232,svetlaya,46.5389,138.3297,-12.88,81,94,3.29,RU,1675266197
233,bandarbeyla,9.4942,50.8122,24.45,67,3,6.21,SO,1675266198
234,nhulunbuy,-12.2333,136.7667,28.34,83,100,3.6,AU,1675266198
235,khor,47.8861,134.9464,-21.72,95,100,4.42,RU,1675266198
236,hambantota,6.1241,81.1185,25.19,100,40,1.03,LK,1675266199
237,broome,42.2506,-75.833,-4.62,71,20,4.12,US,1675266199
238,grindavik,63.8424,-22.4338,-1.74,86,75,6.17,IS,1675266200
239,lincoln,40.8,-96.667,-5.02,65,0,4.47,US,1675266201
240,victoria,22.2855,114.1577,20.21,84,5,5.36,HK,1675266068
241,fortuna,40.5982,-124.1573,3.29,89,0,5.66,US,1675265531
242,conde,-7.2597,-34.9075,29.7,62,75,5.14,BR,1675266202
243,san patricio,28.017,-97.5169,3.8,87,100,4.55,US,1675266202
244,gumdag,39.2061,54.5906,6.74,91,89,3.64,TM,1675266203
245,codrington,-38.2667,141.9667,11.4,63,99,4.01,AU,1675266203
246,ugoofaaru,5.6667,73.0,26.7,76,100,5.87,MV,1675266205
247,takoradi,4.8845,-1.7554,28.71,69,9,4.56,GH,1675266205
248,caravelas,-17.7125,-39.2481,30.35,51,96,4.34,BR,1675266206
249,kihei,20.785,-156.4656,22.13,91,0,1.54,US,1675266207
250,iqaluit,63.7506,-68.5145,-25.15,69,100,6.17,CA,1675266207
251,aswan,24.0934,32.907,20.61,24,0,3.6,EG,1675266208
252,palmerston north,-40.35,175.6167,18.92,98,100,1.32,NZ,1675266208
253,nizhneangarsk,55.7833,109.55,-18.58,93,99,1.11,RU,1675266208
254,jalu,29.0331,21.5482,15.35,36,10,4.67,LY,1675266209
255,ponta delgada,37.7333,-25.6667,14.4,77,40,6.69,PT,1675266209
256,birao,10.2849,22.7882,35.37,8,9,2.57,CF,1675266210
257,souillac,-20.5167,57.5167,27.21,78,75,2.57,MU,1675266211
258,mishan,45.55,131.8833,-17.38,90,20,4.34,CN,1675266211
259,vengerovo,55.6848,76.7471,-22.25,100,5,1.99,RU,1675266212
260,maine-soroa,13.2114,12.0241,31.41,13,97,6.08,NE,1675266212
261,south shields,54.9986,-1.4323,9.07,72,20,9.26,GB,1675266213
262,matagami,49.7502,-77.6328,-20.94,77,100,2.06,CA,1675266213
263,clyde river,70.4692,-68.5914,-34.87,68,20,4.12,CA,1675266214
264,bambous virieux,-20.3428,57.7575,27.14,78,75,2.57,MU,1675266215
265,tigil,57.8,158.6667,-25.57,96,44,2.04,RU,1675266215
266,hobyo,5.3505,48.5268,24.83,67,2,9.45,SO,1675266215
267,oussouye,12.485,-16.5469,35.1,15,34,5.0,SN,1675266216
268,vavoua,7.3819,-6.4778,38.07,9,41,2.01,CI,1675266217
269,liepaja,56.5419,21.0367,1.99,93,100,1.54,LV,1675266217
270,qasigiannguit,68.8193,-51.1922,-11.86,84,100,0.66,GL,1675266218
271,maniitsoq,65.4167,-52.9,-13.14,76,100,3.44,GL,1675266219
272,dryden,49.7833,-92.7503,-28.84,83,40,2.06,CA,1675266219
273,hovd,48.0056,91.6419,-18.27,91,95,0.83,MN,1675266220
274,rosita,13.9268,-84.4032,24.96,86,89,2.88,NI,1675266220
275,novyy urengoy,66.0833,76.6333,-14.88,96,61,4.07,RU,1675266220
276,lompoc,34.6391,-120.4579,5.88,81,20,3.6,US,1675266060
277,tshikapa,-6.4167,20.8,26.74,70,50,1.44,CD,1675266221
278,pedernales,18.0384,-71.744,26.24,66,15,3.74,DO,1675266222
279,bonanza,14.0289,-84.591,23.46,90,96,2.47,NI,1675266222
280,bonthe,7.5264,-12.505,30.48,58,3,6.04,SL,1675266222
281,ust-kulom,61.6864,53.6902,-3.61,90,100,4.0,RU,1675266223
282,yar-sale,66.8333,70.8333,-14.34,97,64,4.44,RU,1675266223
283,laguna,38.421,-121.4238,5.43,88,0,1.54,US,1675266224
284,moose factory,51.2585,-80.6094,-28.0,76,0,0.0,CA,1675266224
285,katsuura,35.1333,140.3,12.04,65,88,11.13,JP,1675266225
286,chokurdakh,70.6333,147.9167,-32.22,100,74,1.02,RU,1675266225
287,sitka,57.0531,-135.33,4.94,87,100,2.57,US,1675266226
288,asau,46.4333,26.4,1.51,81,47,3.42,RO,1675266226
289,ericeira,38.9627,-9.4156,14.66,55,0,3.09,PT,1675266227
290,zhezkazgan,47.8043,67.7144,-13.41,93,25,4.53,KZ,1675266227
291,yatou,37.15,122.3833,-1.57,47,93,7.74,CN,1675266228
292,rudnogorsk,57.2639,103.7519,-17.24,99,100,1.19,RU,1675266229
293,carbonia,39.1672,8.5222,14.53,71,21,3.92,IT,1675266229
294,siteki,-26.45,31.95,21.9,71,96,3.07,SZ,1675266230
295,naze,28.3667,129.4833,18.51,75,95,6.39,JP,1675266230
296,solnechnyy,50.7214,136.6319,-25.91,99,76,1.47,RU,1675266231
297,villazon,-22.0866,-65.5942,16.86,32,6,0.56,BO,1675266232
298,praia da vitoria,38.7333,-27.0667,16.14,72,20,2.87,PT,1675266232
299,samarai,-10.6167,150.6667,26.73,84,100,4.79,PG,1675266233
300,imeni poliny osipenko,52.4201,136.4853,-34.55,100,52,0.74,RU,1675266233
301,tarrafal,15.2833,-23.7667,25.44,69,12,8.23,CV,1675266233
302,fort nelson,58.8053,-122.7002,-22.23,71,75,1.03,CA,1675266071
303,keflavik,64.0049,-22.5624,-1.76,86,75,6.17,IS,1675266234
304,anavra,39.2,22.0833,5.44,54,0,2.04,GR,1675266235
305,whitehorse,60.7161,-135.0538,-11.57,85,100,1.54,CA,1675266181
306,kasangulu,-4.5911,15.1708,33.52,64,26,0.97,CD,1675266235
307,severnyy,50.677,36.5532,-0.98,86,100,2.0,RU,1675266236
308,dawei,14.0833,98.2,21.62,71,94,1.52,MM,1675266237
309,pathein,16.7833,94.7333,21.67,76,2,2.91,MM,1675266237
310,ngunguru,-35.6167,174.5,19.85,93,84,2.22,NZ,1675266238
311,shihezi,44.3,86.0333,-15.27,96,89,1.66,CN,1675266046
312,port hedland,-20.3167,118.5667,29.9,70,9,6.48,AU,1675266239
313,rio gallegos,-51.6226,-69.2181,20.03,30,75,8.75,AR,1675266239
314,kilindoni,-7.9139,39.6668,27.66,78,38,4.79,TZ,1675266239
315,bathsheba,13.2167,-59.5167,28.34,61,40,7.2,BB,1675266240
316,susangerd,31.5608,48.1831,16.79,45,1,2.91,IR,1675266240
317,ketchikan,55.3422,-131.6461,4.99,93,100,2.57,US,1675266241
318,sangueya,10.7,-14.3667,36.53,21,23,4.25,GN,1675266241
319,bud,39.447,-86.1758,-4.89,64,55,0.96,US,1675266242
320,mount isa,-20.7333,139.5,24.87,94,100,0.0,AU,1675266243
321,eureka,40.8021,-124.1637,2.66,57,100,2.27,US,1675266154
322,krasnoborsk,61.5598,45.934,-3.87,90,59,3.48,RU,1675266243
323,alihe,50.5667,123.7167,-24.2,95,7,1.72,CN,1675266244
324,fairbanks,64.8378,-147.7164,-11.89,83,100,2.06,US,1675266026
325,port hardy,50.6996,-127.4199,4.1,87,100,9.77,CA,1675266244
326,shubarkuduk,49.1447,56.4872,-10.02,81,61,5.17,KZ,1675266245
327,terrasini,38.146,13.0844,13.76,55,0,2.57,IT,1675266246
328,camacha,33.0833,-16.3333,16.68,59,20,7.2,PT,1675266246
329,kieta,-6.2167,155.6333,25.26,90,98,2.39,PG,1675266247
330,zelenoborsk,61.4669,64.0333,-8.16,97,64,2.87,RU,1675266247
331,buala,-8.145,159.5921,26.95,78,99,2.1,SB,1675266248
332,zabid,14.1951,43.3152,26.08,57,13,5.65,YE,1675266248
333,glenwood springs,39.5505,-107.3248,-4.43,66,100,0.0,US,1675266249
334,khandyga,62.6667,135.6,-34.93,99,100,1.35,RU,1675266250
335,hamilton,39.1834,-84.5333,-3.34,66,0,2.57,US,1675265995
336,mount vernon,40.9126,-73.8371,0.72,64,75,2.57,US,1675266234
337,arlit,18.7369,7.3853,30.17,4,0,0.86,NE,1675266250
338,saskylakh,71.9167,114.0833,-22.93,98,100,8.07,RU,1675266251
339,tahe,52.3333,124.7333,-24.48,93,30,2.06,CN,1675266252
340,faanui,-16.4833,-151.75,27.76,70,100,7.78,PF,1675266252
341,osa,57.2829,55.4567,-15.8,99,36,2.06,RU,1675266202
342,talaja,21.35,72.05,23.05,32,74,6.15,IN,1675266253
343,champerico,14.3,-91.9167,29.3,52,70,2.78,GT,1675266253
344,yuanping,38.7153,112.7575,-4.4,20,100,1.55,CN,1675266254
345,aklavik,68.2191,-135.0107,-37.0,67,0,2.06,CA,1675266255
346,sisimiut,66.9395,-53.6735,-19.79,84,78,2.53,GL,1675266255
347,urucara,-2.5364,-57.76,30.25,63,80,0.38,BR,1675266256
348,riberalta,-10.9833,-66.1,27.11,83,75,0.0,BO,1675266256
349,ginir,7.1333,40.7,19.09,37,8,3.68,ET,1675266257
350,rundu,-17.9333,19.7667,24.43,65,90,1.4,NA,1675266257
351,mackay,-21.15,149.2,25.38,89,78,3.58,AU,1675266258
352,chaumont,48.1167,5.1333,6.32,80,100,5.67,FR,1675266258
353,ridgecrest,35.6225,-117.6709,4.25,29,0,0.0,US,1675266252
354,sinnamary,5.3833,-52.95,27.05,73,22,3.37,GF,1675266259
355,nieves,15.3274,120.9485,24.73,91,3,0.81,PH,1675266260
356,humberto de campos,-2.5983,-43.4611,28.23,80,87,3.49,BR,1675266260
357,comodoro rivadavia,-45.8667,-67.5,20.92,37,0,5.66,AR,1675266260
358,ko samui,9.5357,99.9357,26.95,83,20,0.0,TH,1675266261
359,charters towers,-20.1,146.2667,26.4,69,100,3.1,AU,1675266261
360,zhigansk,66.7697,123.3711,-30.2,97,100,6.31,RU,1675266262
361,sao jose da coroa grande,-8.8978,-35.1478,28.84,65,91,4.4,BR,1675266263
362,bilibino,68.0546,166.4372,-19.43,99,75,1.74,RU,1675266263
363,alofi,-19.0595,-169.9187,23.94,23,100,2.57,NU,1675266264
364,porto velho,-8.7619,-63.9039,30.03,66,40,3.6,BR,1675265881
365,saint-philippe,-21.3585,55.7679,26.77,80,51,4.81,RE,1675266264
366,pandan,14.0453,124.1694,25.4,89,42,5.41,PH,1675266265
367,necochea,-38.5473,-58.7368,21.6,69,83,4.86,AR,1675266266
368,sillod,20.3,75.65,20.7,37,7,3.69,IN,1675266266
369,coquimbo,-29.9533,-71.3436,21.85,68,0,6.69,CL,1675266267
370,ananas,19.2466,-71.9557,27.28,44,2,9.09,HT,1675266267
371,srednekolymsk,67.45,153.6833,-28.87,100,95,0.53,RU,1675266268
372,medyn,54.9692,35.8586,-2.1,96,100,3.34,RU,1675266268
373,roma,43.2128,-75.4557,-4.23,64,88,1.34,US,1675266083
374,bosaso,11.2842,49.1816,24.33,70,6,4.18,SO,1675266269
375,rabak,13.1809,32.74,31.39,13,63,5.64,SD,1675266270
376,sao filipe,14.8961,-24.4956,22.5,68,24,3.3,CV,1675266270
377,bajil,15.0584,43.2851,27.09,50,4,4.26,YE,1675266271
378,belaya gora,68.5333,146.4167,-28.26,99,99,1.12,RU,1675266271
379,lazaro cardenas,17.9583,-102.2,26.58,52,4,1.49,MX,1675266272
380,guildford,51.2354,-0.5743,10.69,77,75,6.69,GB,1675266273
381,abomsa,9.9833,39.9833,23.99,28,7,2.54,ET,1675266274
382,lebedinyy,58.5167,125.5167,-26.38,98,100,3.41,RU,1675266274
383,abadan,30.3392,48.3043,16.97,63,0,1.03,IR,1675266275
384,radhanpur,23.8333,71.6,18.79,23,0,4.75,IN,1675266275
385,paita,-5.0892,-81.1144,27.0,62,45,1.24,PE,1675266276
386,chicama,-7.8447,-79.1469,22.3,54,92,3.6,PE,1675266276
387,ivdel,60.6911,60.4206,-11.73,97,39,1.31,RU,1675266277
388,sal rei,16.1833,-22.9167,24.11,57,40,9.26,CV,1675266277
389,la asuncion,11.0333,-63.8628,26.06,67,0,4.24,VE,1675266278
390,itacarambi,-15.1022,-44.0919,30.15,47,12,2.01,BR,1675266278
391,ampanihy,-24.7,44.75,22.62,77,35,7.28,MG,1675266278
392,smila,49.2224,31.8871,-0.31,93,100,5.45,UA,1675266279
393,omsukchan,62.5333,155.8,-25.75,100,100,1.22,RU,1675266279
